Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenurePerJobLevel,PromotionLag
60,0,2,1,7,3,1,1,0,3,5,3,1,1,19566,0,11,3,4,0,33,5,1,29,8,11,10,4.833333333333333,0.36666666666666664
46,0,2,1,18,3,3,3,0,3,2,4,3,0,4810,0,14,3,3,1,19,5,2,10,7,0,8,3.3333333333333335,0.0
42,0,1,1,28,4,5,4,0,2,2,0,4,1,4523,0,11,3,4,3,7,4,4,6,5,0,4,2.0,0.0
24,1,2,2,1,1,5,1,0,3,1,8,2,2,3202,1,16,3,2,0,6,4,3,5,3,1,4,2.5,0.16666666666666666
34,1,1,2,6,2,2,4,0,1,1,8,3,0,2351,0,16,3,4,1,3,3,2,2,2,1,0,1.0,0.3333333333333333
38,0,1,1,2,2,1,4,1,3,1,2,4,1,1702,1,23,4,3,1,1,3,3,1,0,0,0,0.5,0.0
40,0,2,2,2,4,1,3,0,3,5,3,3,1,18041,0,14,3,4,0,21,2,3,20,15,1,12,3.3333333333333335,0.047619047619047616
26,0,2,1,23,3,1,1,0,3,1,6,4,0,2886,0,22,4,2,2,3,3,1,3,2,0,2,1.5,0.0
30,0,0,1,3,3,1,3,1,3,1,2,4,1,2097,0,15,3,3,1,9,3,1,5,3,1,4,2.5,0.16666666666666666
29,0,2,1,3,4,3,2,1,2,3,5,3,1,11935,0,18,3,3,0,10,2,3,10,2,0,7,2.5,0.0
29,1,2,1,25,5,5,3,0,2,1,6,2,1,2546,0,16,3,2,0,6,2,4,2,2,1,1,1.0,0.3333333333333333
19,1,2,0,2,2,5,1,1,2,1,1,4,2,2564,0,12,3,3,0,1,3,4,1,0,0,0,0.5,0.0
30,0,0,2,22,4,4,3,0,3,3,7,1,1,8412,0,11,3,3,0,10,3,3,9,8,7,8,2.25,0.7
57,0,2,2,29,3,2,1,1,2,4,3,4,0,14118,0,12,3,3,1,32,3,2,1,0,0,0,0.2,0.0
50,0,2,1,29,4,1,2,1,2,4,3,3,1,17046,0,15,3,2,1,28,2,3,27,10,15,7,5.4,0.5357142857142857
30,0,0,1,2,3,3,3,0,3,1,2,4,2,2564,0,14,3,3,0,12,2,2,11,7,6,7,5.5,0.5
60,0,1,2,28,3,2,3,0,2,3,7,1,1,10266,0,19,3,4,0,22,5,4,18,13,13,11,4.5,0.6842105263157895
47,0,2,1,2,2,3,1,0,3,2,4,4,0,5070,0,13,3,3,3,20,2,3,5,0,0,4,1.6666666666666667,0.0
46,0,2,1,2,3,1,1,1,3,4,5,3,1,17861,0,13,3,3,0,26,2,1,3,2,0,1,0.6,0.0
35,0,2,1,22,3,1,4,1,1,1,2,3,2,4230,0,15,3,3,0,6,2,3,5,4,4,3,2.5,0.6666666666666666
54,0,2,1,8,4,1,3,0,3,2,2,3,2,3780,0,11,3,3,0,19,3,3,1,0,0,0,0.3333333333333333,0.0
34,0,2,1,2,4,1,4,1,2,1,6,3,0,2768,0,12,3,3,1,14,3,3,7,3,5,7,3.5,0.625
46,0,2,2,10,3,2,3,0,2,3,7,4,1,9071,1,19,3,3,1,15,3,3,3,2,1,2,0.75,0.25
31,0,2,1,9,1,1,3,1,3,3,4,2,0,10648,0,25,4,4,1,13,6,4,13,8,0,8,3.25,0.0
33,1,2,1,15,1,3,2,1,3,3,3,3,1,13610,1,12,3,4,0,15,2,4,7,6,7,7,1.75,0.875
33,1,2,1,10,1,3,1,1,1,1,2,4,0,3408,0,13,3,1,3,8,2,3,4,3,1,3,2.0,0.2
30,0,2,2,7,1,2,4,1,3,1,8,2,2,2983,0,14,3,1,0,4,3,3,3,2,1,2,1.5,0.25
35,0,2,1,16,3,1,4,1,3,3,0,3,1,7632,1,12,3,3,0,10,2,3,8,7,0,0,2.0,0.0
31,1,1,1,20,3,1,1,1,3,3,0,3,1,9824,0,12,3,1,0,12,2,3,1,0,0,0,0.25,0.0
34,1,1,0,23,3,0,2,0,3,3,1,1,0,9950,1,15,3,3,3,11,2,3,3,2,0,2,0.75,0.0
42,0,1,1,5,2,4,2,1,3,1,2,3,1,2093,0,17,3,4,1,8,4,3,2,2,2,0,1.0,0.6666666666666666
36,0,0,2,10,4,3,2,1,3,3,7,4,2,9980,0,14,3,4,0,10,3,2,10,3,9,7,2.5,0.8181818181818182
22,1,1,1,4,1,5,3,1,2,1,2,3,2,3894,0,16,3,3,0,4,3,3,2,2,1,2,1.0,0.3333333333333333
48,0,2,2,2,5,2,2,0,3,2,7,4,1,4051,0,14,3,1,1,14,2,3,9,7,6,7,3.0,0.6
55,0,2,2,18,5,1,1,0,3,4,3,2,2,16835,0,23,4,4,0,37,2,3,10,9,7,7,2.0,0.6363636363636364
41,0,0,2,10,2,1,4,1,3,2,7,4,2,6230,0,14,3,4,0,16,3,3,14,3,1,10,4.666666666666667,0.06666666666666667
35,0,2,2,1,3,2,2,1,3,2,7,3,1,4717,0,11,3,3,0,15,2,3,11,9,6,9,3.6666666666666665,0.5
40,0,2,1,6,3,1,2,0,3,4,4,3,2,13237,0,15,3,3,0,22,3,3,20,6,5,13,4.0,0.23809523809523808
39,0,1,1,8,1,1,3,0,3,1,2,3,1,3755,0,11,3,1,1,8,3,3,8,3,0,7,4.0,0.0
31,0,2,2,2,1,1,2,1,3,2,7,4,2,6582,1,13,3,3,0,10,2,4,6,5,0,5,2.0,0.0
42,0,2,1,24,3,3,4,1,3,3,4,1,1,7406,1,21,4,4,1,10,5,2,10,9,5,8,2.5,0.45454545454545453
45,0,2,2,2,3,4,4,1,3,2,7,2,1,4805,0,19,3,2,1,9,3,4,8,7,3,7,2.6666666666666665,0.3333333333333333
26,1,1,0,17,4,1,2,0,3,1,1,3,0,2741,1,11,3,2,1,8,2,2,7,7,1,0,3.5,0.125
29,0,2,1,19,3,5,4,1,3,2,4,4,0,4262,0,12,3,2,2,8,2,4,3,2,1,2,1.0,0.25
33,0,2,1,1,5,3,1,0,4,4,5,3,0,16184,0,19,3,3,1,10,2,3,6,1,0,5,1.2,0.0
31,0,2,2,7,3,1,3,1,2,3,3,4,0,11557,0,21,4,3,1,10,3,2,5,4,0,1,1.25,0.0
18,1,1,2,5,3,2,2,1,3,1,8,2,2,1878,1,14,3,4,0,0,3,3,0,0,0,0,0.0,0.0
40,0,0,2,28,3,4,3,1,1,3,7,1,0,10932,0,15,3,3,1,20,2,3,1,0,0,1,0.25,0.0
41,0,0,1,2,4,4,1,0,2,2,0,3,2,6811,1,17,3,1,0,10,3,3,8,7,0,7,2.6666666666666665,0.0
26,0,2,2,29,2,3,1,1,3,2,7,3,0,4306,0,12,3,1,2,8,5,3,0,0,0,0,0.0,0.0
35,0,2,2,1,3,3,1,0,3,2,7,3,2,4859,0,16,3,4,0,5,3,3,5,4,0,3,1.6666666666666667,0.0
34,0,2,2,21,4,1,4,1,4,2,7,4,2,5337,0,12,3,4,0,10,3,3,10,7,5,7,3.3333333333333335,0.45454545454545453
26,1,2,1,24,3,5,3,1,1,1,2,4,2,2340,1,18,3,2,0,1,3,1,1,0,0,0,0.5,0.0
37,0,2,1,1,3,5,2,0,3,3,4,4,2,7491,0,17,3,4,0,12,3,4,6,5,1,2,1.5,0.14285714285714285
46,0,1,1,18,1,3,1,0,3,3,0,3,1,10527,0,11,3,4,0,28,3,2,2,2,1,2,0.5,0.3333333333333333
41,0,2,2,2,5,1,2,0,3,4,3,1,1,16595,0,16,3,2,1,22,2,3,18,16,11,8,3.6,0.5789473684210527
37,0,0,2,9,4,3,1,1,3,3,7,2,0,8834,0,13,3,4,1,9,6,3,9,5,7,7,2.25,0.7
52,0,2,1,6,2,5,4,1,3,2,6,1,0,5577,1,12,3,2,2,18,3,3,10,9,6,9,3.3333333333333335,0.5454545454545454
32,1,0,2,11,4,4,4,1,4,2,7,3,1,4707,0,12,3,4,0,6,2,3,4,2,1,2,1.3333333333333333,0.2
24,0,1,2,24,3,3,4,1,3,1,8,4,1,2400,0,13,3,3,2,3,3,3,2,2,2,1,1.0,0.6666666666666666
38,0,2,1,10,3,3,3,0,3,2,0,3,1,9824,0,19,3,3,1,18,4,3,1,0,0,0,0.3333333333333333,0.0
37,0,2,1,1,4,1,2,0,3,2,4,2,1,6447,0,12,3,2,1,8,2,2,6,5,4,3,2.0,0.5714285714285714
49,0,2,1,18,4,1,4,1,2,5,5,3,0,19502,1,17,3,3,1,31,5,3,31,9,0,9,5.166666666666667,0.0
24,0,2,1,23,3,3,2,1,4,1,6,4,1,2725,1,11,3,2,2,6,3,3,6,5,1,4,3.0,0.14285714285714285
26,0,2,2,28,2,2,1,1,3,2,7,2,1,6272,0,20,4,4,2,6,5,4,5,3,1,4,1.6666666666666667,0.16666666666666666
24,0,2,1,17,2,4,4,1,2,1,2,2,1,2127,0,21,4,4,1,1,2,3,1,0,0,0,0.5,0.0
50,0,1,0,3,3,3,1,1,3,5,3,2,1,18200,0,11,3,3,1,32,2,3,32,5,10,7,5.333333333333333,0.30303030303030304
25,0,2,2,13,1,3,2,1,3,1,8,3,1,2096,0,11,3,3,0,7,1,3,7,4,0,6,3.5,0.0
24,1,1,1,7,3,1,1,0,3,1,2,3,1,2886,1,16,3,4,1,6,4,3,6,3,1,2,3.0,0.14285714285714285
30,1,1,2,12,4,1,2,1,2,1,8,1,1,2033,0,18,3,3,1,1,2,4,1,0,0,0,0.5,0.0
34,0,2,1,1,2,1,2,1,2,1,6,4,1,3622,1,13,3,4,1,6,3,3,6,5,1,3,3.0,0.14285714285714285
31,1,2,2,13,4,3,2,1,3,2,7,1,0,4233,0,17,3,3,0,9,2,1,3,1,1,2,1.0,0.25
35,0,2,1,25,2,4,1,1,2,2,2,4,2,3681,0,14,3,4,0,9,3,3,3,2,0,2,1.0,0.0
31,0,2,2,6,4,3,1,1,4,2,7,4,0,5460,0,22,4,4,2,13,4,4,7,7,5,7,2.3333333333333335,0.625
27,0,2,1,6,4,3,1,0,2,1,6,3,0,2187,0,12,3,3,2,6,5,2,5,3,0,3,2.5,0.0
37,0,2,2,2,3,2,4,1,3,2,7,3,1,9602,1,11,3,3,1,17,3,2,3,0,1,0,1.0,0.25
20,0,2,1,1,3,1,4,0,2,1,6,2,2,2836,0,13,3,4,0,1,0,4,1,0,0,0,0.5,0.0
42,0,2,1,2,4,1,3,0,3,2,0,4,1,4089,0,13,3,2,2,10,4,3,10,2,2,2,3.3333333333333335,0.18181818181818182
43,0,2,1,6,4,4,2,1,2,4,5,4,0,16627,1,14,3,3,1,21,3,2,1,0,0,0,0.2,0.0
38,0,2,1,1,1,1,3,0,3,1,6,1,2,2619,0,17,3,4,0,8,3,2,0,0,0,0,0.0,0.0
43,0,1,1,9,5,3,4,1,3,2,2,3,0,5679,1,13,3,2,1,10,3,3,8,7,4,7,2.6666666666666665,0.4444444444444444
48,0,2,1,1,4,1,4,0,2,4,3,1,1,15402,0,11,3,1,1,21,3,1,3,2,0,2,0.6,0.0
44,0,2,0,1,4,1,1,0,2,2,1,3,2,5985,0,11,3,2,0,10,1,4,2,2,0,2,0.6666666666666666,0.0
34,0,2,2,14,3,5,3,0,3,1,8,3,0,2579,1,18,3,4,2,8,3,3,8,2,0,6,4.0,0.0
27,1,2,2,2,1,2,3,1,3,1,8,1,0,3041,0,11,3,2,1,5,3,3,4,3,0,2,2.0,0.0
21,0,2,2,22,1,5,3,1,3,1,8,3,2,3447,0,11,3,3,0,3,2,3,3,2,1,2,1.5,0.25
44,0,2,1,3,4,4,4,1,3,5,3,4,1,19513,1,12,3,1,1,26,2,4,2,2,0,1,0.3333333333333333,0.0
22,0,2,1,6,1,3,1,1,3,1,6,3,1,2773,0,20,4,4,0,3,3,3,2,2,2,2,1.0,0.6666666666666666
33,0,2,2,8,4,2,3,1,3,2,7,3,0,7104,0,12,3,4,0,6,3,3,5,0,1,2,1.6666666666666667,0.16666666666666666
32,0,2,1,9,4,1,1,0,3,2,6,4,1,6322,1,12,3,4,1,6,2,2,6,4,0,5,2.0,0.0
30,0,1,1,3,3,3,3,0,3,1,6,3,0,2083,0,20,4,3,1,1,2,3,1,0,0,0,0.5,0.0
53,0,2,2,1,1,3,4,0,3,2,7,1,2,8381,0,20,4,4,0,18,2,4,14,7,8,10,4.666666666666667,0.5333333333333333
34,0,2,1,1,5,1,2,1,3,1,6,4,1,2691,0,12,3,4,1,10,4,2,10,9,8,8,5.0,0.7272727272727273
45,1,1,2,26,4,1,1,0,3,2,7,1,1,4286,0,14,3,4,2,5,4,3,1,1,0,0,0.3333333333333333,0.0
26,0,2,1,6,3,1,3,0,3,1,2,4,1,2659,1,13,3,3,1,3,2,3,3,2,0,2,1.5,0.0
37,0,2,1,3,3,4,3,1,3,3,4,3,1,9434,0,15,3,3,1,10,2,3,10,7,7,8,2.5,0.6363636363636364
29,0,2,2,3,2,3,2,0,3,2,7,3,1,5561,0,14,3,1,1,6,5,2,6,0,1,2,2.0,0.14285714285714285
35,0,2,1,6,4,1,2,1,1,2,6,4,2,6646,0,13,3,2,0,17,3,3,17,11,11,8,5.666666666666667,0.6111111111111112
33,0,1,1,6,3,1,3,1,3,2,0,4,0,7725,0,23,4,3,1,15,2,1,13,11,4,7,4.333333333333333,0.2857142857142857
54,0,2,0,19,4,3,3,1,3,3,1,2,1,10725,0,15,3,3,1,16,1,4,9,7,7,1,2.25,0.7
36,0,2,1,9,2,3,2,1,2,2,4,2,0,8847,1,11,3,3,1,13,2,3,3,2,0,2,1.0,0.0
27,0,2,1,3,4,3,1,1,2,1,6,4,2,2045,0,13,3,4,0,5,0,3,4,2,1,1,2.0,0.2
20,1,2,1,10,1,3,4,1,3,1,6,3,2,1009,1,11,3,4,0,1,5,3,1,0,1,1,0.5,0.5
33,1,1,1,3,3,1,1,1,3,1,6,1,2,3348,1,11,3,1,0,10,3,3,10,8,9,7,5.0,0.8181818181818182
35,0,0,1,3,3,1,3,1,2,1,2,3,1,1281,0,18,3,3,2,1,3,3,1,0,0,0,0.5,0.0
23,0,2,1,4,3,3,1,1,4,1,6,1,1,2819,0,16,3,1,1,5,3,4,3,2,0,2,1.5,0.0
25,0,2,2,8,3,1,4,1,4,2,7,2,1,4851,0,22,4,3,1,4,4,3,3,2,1,2,1.0,0.25
38,0,2,2,7,4,2,4,0,2,2,7,4,2,4028,0,20,4,1,0,8,2,3,7,7,0,5,2.3333333333333335,0.0
29,0,1,1,1,4,1,2,1,1,1,6,4,0,2720,0,18,3,4,1,10,5,3,10,7,2,8,5.0,0.18181818181818182
48,0,2,2,2,1,2,2,1,4,2,7,2,1,8120,0,12,3,4,0,12,3,3,2,2,2,2,0.6666666666666666,0.6666666666666666
27,0,1,2,3,1,3,4,0,4,2,7,4,0,4647,1,20,4,2,2,6,3,3,6,5,0,4,2.0,0.0
37,0,2,1,10,2,1,4,1,4,1,6,4,2,4680,0,17,3,1,0,4,2,3,1,0,0,0,0.5,0.0
50,0,2,1,28,1,3,4,1,4,1,2,3,1,3221,1,11,3,3,3,20,3,3,20,8,3,8,10.0,0.14285714285714285
34,0,2,1,9,3,3,4,0,2,3,0,2,2,8621,0,14,3,2,0,9,3,4,8,7,7,7,2.0,0.7777777777777778
24,1,2,2,3,2,1,1,0,3,2,7,3,2,4577,0,14,3,1,0,4,3,3,2,2,2,0,0.6666666666666666,0.6666666666666666
39,0,2,1,2,4,5,4,0,2,2,0,3,2,4553,0,11,3,1,0,20,4,3,20,7,11,10,6.666666666666667,0.5238095238095238
32,0,2,2,10,3,2,4,1,3,2,7,4,2,5396,0,12,3,4,0,10,2,2,10,7,0,8,3.3333333333333335,0.0
50,1,1,2,8,2,5,2,1,3,2,7,3,1,6796,1,14,3,1,1,18,4,3,4,3,1,3,1.3333333333333333,0.2
38,0,2,1,1,4,1,2,0,4,2,0,4,2,7625,0,13,3,3,0,10,4,2,9,7,1,8,3.0,0.1
27,0,2,1,1,2,1,3,0,3,3,4,1,1,7412,0,11,3,4,0,9,3,3,9,7,0,7,2.25,0.0
32,0,2,1,3,2,1,3,0,3,3,5,4,2,11159,0,15,3,4,0,10,6,3,7,7,7,7,1.75,0.875
47,0,2,2,14,4,2,4,1,3,2,7,1,2,4960,0,12,3,4,0,20,2,3,7,7,1,7,2.3333333333333335,0.125
40,0,1,2,5,4,1,4,1,2,3,7,1,1,10475,1,21,4,3,1,20,2,3,18,13,1,12,4.5,0.05263157894736842
53,0,2,1,7,3,1,3,1,4,4,5,3,1,14814,0,19,3,3,0,32,3,3,5,1,1,3,1.0,0.16666666666666666
41,0,2,0,10,4,0,2,1,2,5,3,4,0,19141,0,15,3,2,3,23,2,2,21,6,12,6,3.5,0.5454545454545454
60,0,2,2,16,4,2,1,1,3,2,7,1,2,5405,0,14,3,4,0,10,1,3,2,2,2,2,0.6666666666666666,0.6666666666666666
27,0,1,1,10,2,1,4,1,3,3,4,1,0,8793,0,21,4,3,2,9,4,2,9,7,1,7,2.25,0.1
41,0,2,0,1,3,0,4,1,2,5,3,3,1,19189,0,12,3,2,1,22,3,3,22,7,2,10,3.6666666666666665,0.08695652173913043
50,0,2,2,8,4,2,4,1,3,1,8,2,1,3875,0,15,3,4,1,4,2,3,2,2,2,2,1.0,0.6666666666666666
28,1,2,1,1,2,1,1,0,1,1,6,2,2,2216,1,13,3,4,0,10,4,3,7,7,3,7,3.5,0.375
36,0,0,1,8,3,1,1,0,4,3,5,1,1,11713,0,14,3,1,1,10,2,3,8,7,0,5,2.0,0.0
38,0,2,1,1,3,1,3,0,3,3,4,3,2,7861,1,14,3,4,0,10,4,4,1,0,0,0,0.25,0.0
44,0,0,1,24,3,3,1,1,1,1,2,3,2,3708,0,14,3,3,0,9,5,3,5,2,1,4,2.5,0.16666666666666666
47,0,1,2,3,3,3,4,0,3,4,7,3,0,13770,1,12,3,4,2,28,2,2,22,2,11,13,4.4,0.4782608695652174
30,0,2,2,27,5,2,3,1,3,2,7,4,0,5304,0,23,4,4,1,10,2,2,8,7,7,7,2.6666666666666665,0.7777777777777778
29,0,2,2,10,3,1,3,1,3,1,8,3,2,2642,0,11,3,3,0,1,6,3,1,0,0,0,0.5,0.0
42,1,1,1,19,3,3,3,1,4,1,6,3,0,2759,1,12,3,4,0,7,2,3,2,2,2,2,1.0,0.6666666666666666
43,0,1,2,15,3,1,4,1,2,2,7,4,1,6804,0,18,3,3,1,7,5,3,2,2,2,2,0.6666666666666666,0.6666666666666666
34,0,2,1,8,2,3,2,0,3,2,0,3,2,6142,0,11,3,4,0,10,2,3,5,1,4,3,1.6666666666666667,0.6666666666666666
23,0,2,1,9,1,3,2,1,3,1,2,1,1,2500,0,14,3,4,1,5,2,4,4,3,0,2,2.0,0.0
39,0,2,0,3,3,0,3,0,4,2,1,2,1,6389,0,15,3,3,1,12,3,1,8,3,3,6,2.6666666666666665,0.3333333333333333
56,0,2,1,9,3,3,3,1,3,4,0,4,1,11103,0,11,3,3,0,30,1,2,10,7,1,1,2.0,0.09090909090909091
40,0,2,1,2,1,3,4,0,2,1,6,4,2,2342,1,20,4,4,0,5,2,2,4,2,2,3,2.0,0.4
27,0,2,1,7,3,3,4,0,2,2,0,1,2,6811,0,19,3,1,0,9,2,1,7,6,0,7,2.3333333333333335,0.0
29,0,2,2,10,3,2,4,1,3,1,8,2,0,2297,0,14,3,4,2,2,2,3,2,2,2,2,1.0,0.6666666666666666
53,0,2,1,6,3,1,4,1,3,2,2,4,2,2450,0,17,3,4,0,19,4,3,2,2,2,2,0.6666666666666666,0.6666666666666666
35,0,0,1,2,4,1,4,0,3,2,0,1,0,5093,0,11,3,1,1,16,2,4,1,0,0,0,0.3333333333333333,0.0
32,0,1,1,24,4,1,1,1,3,2,2,4,1,5309,0,15,3,4,2,10,2,3,10,8,4,7,3.3333333333333335,0.36363636363636365
38,0,2,1,2,5,3,4,1,3,1,6,3,1,3057,1,13,3,2,1,6,0,1,1,0,0,1,0.5,0.0
34,0,2,1,8,5,1,2,0,3,2,4,1,0,5121,0,14,3,3,1,7,3,3,0,0,0,0,0.0,0.0
52,0,2,2,3,4,2,3,1,2,4,3,1,1,16856,0,11,3,1,0,34,3,4,34,6,1,16,6.8,0.02857142857142857
33,1,2,1,1,4,4,4,1,3,1,6,4,2,2686,1,13,3,3,0,10,2,2,10,9,7,8,5.0,0.6363636363636364
25,0,2,2,26,1,3,3,0,3,2,7,4,2,6180,0,23,4,2,0,6,5,2,6,5,1,4,2.0,0.14285714285714285
45,0,2,2,2,2,5,2,1,1,2,8,3,2,6632,0,13,3,1,0,9,3,3,8,7,3,1,2.6666666666666665,0.3333333333333333
23,0,2,1,10,1,3,1,1,4,1,6,3,2,3505,0,18,3,4,0,2,3,3,2,2,0,2,1.0,0.0
47,1,1,2,27,2,1,2,0,4,2,7,3,2,6397,1,12,3,4,0,8,2,3,5,4,1,3,1.6666666666666667,0.16666666666666666
34,0,2,2,2,3,4,4,1,3,2,7,4,2,6274,0,22,4,3,0,6,5,3,6,5,1,4,2.0,0.14285714285714285
55,1,2,1,2,3,3,4,1,3,5,3,1,1,19859,1,13,3,4,1,24,2,3,5,2,1,4,0.8333333333333334,0.16666666666666666
36,0,0,2,8,4,1,1,1,2,3,7,1,2,7587,0,15,3,2,0,10,1,3,10,7,0,9,2.5,0.0
52,0,0,1,19,4,3,4,1,3,1,6,4,1,4258,0,18,3,1,1,5,3,3,4,3,1,2,2.0,0.2
26,0,1,1,1,2,1,1,0,1,1,2,4,0,4364,0,14,3,1,1,5,2,3,2,2,2,0,1.0,0.6666666666666666
29,0,2,1,27,3,3,2,0,3,2,0,3,1,4335,0,12,3,1,1,11,3,2,8,7,1,1,2.6666666666666665,0.1111111111111111
26,1,2,2,8,3,5,4,1,2,2,7,1,2,5326,0,17,3,3,0,6,2,2,4,3,1,2,1.3333333333333333,0.2
34,0,2,1,1,4,1,2,0,4,1,6,4,2,3280,0,16,3,3,0,10,2,3,4,2,1,3,2.0,0.2
54,0,2,1,19,4,3,4,0,3,2,4,1,0,5485,1,11,3,2,2,9,4,3,5,3,1,4,1.6666666666666667,0.16666666666666666
27,0,1,2,8,1,2,3,1,3,2,7,4,1,4342,0,19,3,2,1,5,3,3,4,2,1,1,1.3333333333333333,0.2
37,0,2,1,10,1,1,4,0,3,1,6,1,0,2782,1,13,3,2,2,6,3,2,5,3,4,3,2.5,0.6666666666666666
38,0,1,1,2,4,1,1,0,4,2,4,1,2,5980,1,12,3,4,0,17,2,3,15,7,4,12,5.0,0.25
34,0,2,1,2,4,3,3,0,2,1,6,1,2,4381,0,11,3,3,0,6,3,3,6,5,1,3,3.0,0.14285714285714285
35,0,2,2,8,4,1,1,0,3,1,8,4,1,2572,0,16,3,2,1,3,1,2,3,2,0,2,1.5,0.0
30,0,2,1,1,3,1,4,1,1,1,2,3,1,3833,0,21,4,3,2,7,2,3,2,2,0,2,1.0,0.0
40,0,1,1,2,2,3,3,0,4,2,0,2,1,4244,0,24,4,4,1,8,2,3,8,7,3,7,2.6666666666666665,0.3333333333333333
34,0,2,2,8,2,1,3,0,3,2,7,1,1,6500,0,17,3,2,1,6,1,3,3,2,1,2,1.0,0.25
42,0,1,1,8,3,1,2,1,3,5,3,4,0,18430,0,13,3,2,1,24,4,2,24,7,14,9,4.0,0.56
23,1,2,1,6,3,1,3,1,4,1,2,1,1,1601,1,21,4,3,2,1,2,3,0,0,0,0,0.0,0.0
24,0,0,1,9,3,1,3,1,2,1,2,2,0,2694,0,11,3,3,3,1,4,3,1,0,0,0,0.5,0.0
52,0,2,1,11,4,1,4,0,3,2,2,3,1,3149,0,20,4,2,1,9,3,3,5,2,1,4,1.6666666666666667,0.16666666666666666
50,0,2,1,2,3,3,3,1,3,4,5,3,1,17639,0,16,3,4,0,30,3,3,4,3,0,3,0.8,0.0
29,1,2,1,1,2,1,2,0,2,1,2,1,1,2319,1,11,3,4,1,1,1,3,1,0,0,0,0.5,0.0
33,0,2,1,7,3,3,3,1,3,3,5,3,1,11691,0,11,3,4,0,14,3,4,13,9,3,7,3.25,0.21428571428571427
33,1,2,2,16,3,2,1,0,3,2,7,1,2,5324,0,15,3,3,0,6,3,3,3,2,0,2,1.0,0.0
47,0,2,1,2,2,4,3,0,3,4,3,4,1,16752,1,11,3,3,1,26,3,2,26,14,3,0,5.2,0.1111111111111111
36,0,2,1,1,3,4,3,0,3,2,4,2,1,5228,0,15,3,1,1,10,2,3,9,7,0,5,3.0,0.0
29,0,2,1,23,2,1,3,1,4,1,6,3,1,2700,0,24,4,3,1,10,3,3,10,7,0,7,5.0,0.0
58,1,2,1,2,4,1,4,1,3,5,5,2,2,19246,1,12,3,4,0,40,2,3,31,15,13,8,5.166666666666667,0.40625
35,0,2,1,1,4,1,4,0,4,1,6,3,2,2506,0,13,3,3,0,7,0,3,2,2,2,2,1.0,0.6666666666666666
42,0,2,1,1,2,1,4,0,2,2,4,4,1,6062,1,13,3,4,1,8,4,3,4,3,0,2,1.3333333333333333,0.0
28,1,2,1,2,4,3,3,1,3,1,6,3,2,4382,0,17,3,4,0,5,3,2,2,2,2,1,1.0,0.6666666666666666
36,0,2,0,13,3,0,3,1,3,1,1,2,1,2143,0,13,3,2,1,8,2,3,5,2,0,4,2.5,0.0
32,0,2,1,4,3,1,3,0,2,2,4,3,1,6162,0,12,3,3,1,14,3,3,14,13,6,8,4.666666666666667,0.4
40,0,1,1,16,4,3,1,1,2,2,2,3,2,5094,0,14,3,4,0,10,6,3,1,0,0,0,0.3333333333333333,0.0
30,0,2,1,2,3,3,3,0,2,2,4,4,2,6877,1,24,4,2,0,12,4,2,0,0,0,0,0.0,0.0
45,0,2,1,2,3,1,2,0,2,1,6,3,2,2274,0,14,3,4,0,1,3,3,1,0,0,0,0.5,0.0
42,0,2,1,29,3,1,2,1,3,2,4,2,1,4434,0,13,3,4,1,10,3,2,9,8,7,8,3.0,0.7
38,0,1,1,12,3,1,1,1,2,2,0,1,0,6288,0,15,3,3,1,13,3,2,4,3,1,2,1.3333333333333333,0.2
34,0,1,1,16,4,1,3,0,2,1,6,4,2,2553,0,16,3,3,0,6,3,3,5,2,1,3,2.5,0.16666666666666666
49,1,2,2,11,3,2,3,0,3,3,7,4,1,7654,0,18,3,1,2,9,3,4,9,8,7,7,2.25,0.7
55,1,2,2,2,1,3,3,1,3,2,7,4,2,5160,0,16,3,3,0,12,3,2,9,7,7,3,3.0,0.7
43,0,2,1,14,2,1,2,1,3,4,5,1,1,17159,0,24,4,3,1,22,3,3,4,1,1,0,0.8,0.2
27,0,2,1,5,1,5,3,1,2,3,5,4,0,12808,1,16,3,2,1,9,3,3,9,8,0,8,2.25,0.0
35,0,2,1,7,3,4,3,1,3,3,4,3,2,10221,0,21,4,2,0,17,3,4,8,5,1,6,2.0,0.1111111111111111
28,0,2,2,2,4,2,2,0,3,2,7,2,1,4779,1,20,4,1,0,8,2,3,8,7,7,5,2.6666666666666665,0.7777777777777778
34,0,2,0,3,2,0,3,1,3,1,1,4,1,3737,0,19,3,3,1,4,1,1,3,2,0,2,1.5,0.0
26,1,1,1,5,2,3,3,0,2,1,6,3,1,2366,1,14,3,1,1,8,2,3,8,7,1,7,4.0,0.1111111111111111
27,0,0,1,3,3,3,4,1,3,1,6,4,1,1706,0,11,3,3,3,0,6,2,0,0,0,0,0.0,0.0
51,0,2,2,26,4,2,1,0,3,4,3,3,1,16307,0,14,3,3,1,29,2,2,20,6,4,17,4.0,0.19047619047619047
